house_id,purchase_price,%_change_between_offer_and_purchase,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
202971,5325000,0,0,7.7,3.73
203042,6125000,-4,0,7.7,3.73
202989,1025000,-7,0,7.7,3.73
203636,1595000,0,0,7.7,3.73
203579,4995000,0,0,7.7,3.73
203606,2350000,-2,0,7.7,3.73
203471,775000,-3,0,7.7,3.73
203521,4580000,-2,0,7.7,3.73
203588,1550000,-7,0,7.7,3.73
203335,2345000,2,0,7.7,3.73
203576,2970000,-3,0,7.7,3.73
203447,1675000,-6,0,7.7,3.73
203601,1230000,-5,0,7.7,3.73
203596,1695000,0,0,7.7,3.73
203445,1470000,-5,0,7.7,3.73
203569,8350000,0,0,7.7,3.73
203571,1900000,0,0,7.7,3.73
203497,11600000,-1,0,7.7,3.73
203614,2000000,0,0,7.7,3.73
203457,970000,3,0,7.7,3.73
203512,3260000,0,0,7.7,3.73
203323,875000,-7,0,7.7,3.73
203311,3200000,0,0,7.7,3.73
203863,845000,0,0,7.7,3.73
203766,1875000,0,0,7.7,3.73
203898,4565000,-3,0,7.7,3.73
203725,1695000,-6,0,7.7,3.73
203656,3005000,0,0,7.7,3.73
203690,3450000,0,0,7.7,3.73
203673,2700000,0,0,7.7,3.73
203989,5250000,0,0,7.7,3.73
203694,1295000,0,0,7.7,3.73
203987,2700000,-4,0,7.7,3.73
203868,760000,0,0,7.7,3.73
203672,305000,0,0,7.7,3.73
203837,1395000,0,0,7.7,3.73
203717,2175000,-5,0,7.7,3.73
203966,375000,-5,0,7.7,3.73
203774,8795000,0,0,7.7,3.73
203821,1905000,0,0,7.7,3.73
203828,3500000,0,0,7.7,3.73
203865,6545000,-1,0,7.7,3.73
203662,645000,0,0,7.7,3.73
203748,1925000,0,0,7.7,3.73
203744,2500000,-4,0,7.7,3.73
203777,3850000,0,0,7.7,3.73
203681,695000,0,0,7.7,3.73
203757,3395000,0,0,7.7,3.73
204226,1900000,-5,0,7.7,3.73
204132,8350000,-6,0,7.7,3.73
204154,1800000,-2,0,7.7,3.73
204135,875000,-2,0,7.7,3.73
204111,2275000,0,0,7.7,3.73
204221,3150000,0,0,7.7,3.73
204148,1495000,-4,0,7.7,3.73
204303,3000000,-3,0,7.7,3.73
204190,5000000,0,0,7.7,3.73
204281,3550000,0,0,7.7,3.73
204010,275000,-27,0,7.7,3.73
204013,1800000,-5,0,7.7,3.73
204060,1165000,-10,0,7.7,3.73
204167,1295000,0,0,7.7,3.73
204034,2600000,-7,0,7.7,3.73
204233,4850000,-3,0,7.7,3.73
204133,4950000,-1,0,7.7,3.73
204112,2300000,-10,0,7.7,3.73
204553,1250000,-4,0,7.7,3.73
204608,4953000,0,0,7.7,3.73
204346,550000,-8,0,7.7,3.73
204354,950000,-3,0,7.7,3.73
204431,1395000,0,0,7.7,3.73
204386,1540000,-3,0,7.7,3.73
204429,4400000,-6,0,7.7,3.73
204383,3918180,0,0,7.7,3.73
204478,650000,-7,0,7.7,3.73
204498,1610000,-2,0,7.7,3.73
204351,4950000,-6,0,7.7,3.73
204526,1800000,0,0,7.7,3.73
204584,786500,0,0,7.7,3.73
204592,8250000,0,0,7.7,3.73
204540,950000,-5,0,7.7,3.73
204529,1360000,-6,0,7.7,3.73
204547,3175000,6,0,7.7,3.73
204625,2130000,0,0,7.7,3.73
204527,800000,-5,0,7.7,3.73
204510,1260000,-10,0,7.7,3.73
204737,6450000,-1,0,7.7,3.73
204739,1125000,-6,0,7.7,3.73
204711,1695000,0,0,7.7,3.73
204648,1300000,-13,0,7.7,3.73
204754,2395000,-4,0,7.7,3.73
204685,525000,0,0,7.7,3.73
204821,1600000,-6,0,7.7,3.73
204836,6995000,0,0,7.7,3.73
204903,3450000,0,0,7.7,3.73
205161,1445000,-3,0,7.7,3.73
204891,685000,0,0,7.7,3.73
204911,785000,-7,0,7.7,3.73
204921,5795000,0,0,7.7,3.73
205024,1210000,0,0,7.7,3.73
205131,4680000,0,0,7.7,3.73
204898,1507000,10,0,7.7,3.73
205101,4200000,0,0,7.7,3.73
204953,2037000,-3,0,7.7,3.73
204987,4298000,0,0,7.7,3.73
205124,3133100,5,0,7.7,3.73
205074,2645000,0,0,7.7,3.73
204946,740000,-5,0,7.7,3.73
205095,2500000,0,0,7.7,3.73
205047,5425000,0,0,7.7,3.73
205061,2300000,-1,0,7.7,3.73
205110,2500000,0,0,7.7,3.73
205093,2500000,0,0,7.7,3.73
205384,1679000,0,0,7.7,3.73
205413,1020000,0,0,7.7,3.73
205540,620000,0,0,7.7,3.73
205489,3240155,0,0,7.7,3.73
205305,1715000,-3,0,7.7,3.73
205370,4000000,0,0,7.7,3.73
205288,3400000,-3,0,7.7,3.73
205388,1925000,-8,0,7.7,3.73
205311,1995000,0,0,7.7,3.73
205520,1500000,-6,0,7.7,3.73
205459,1650000,0,0,7.7,3.73
205397,3838000,0,0,7.7,3.73
205318,951211,0,0,7.7,3.73
205476,3125000,0,0,7.7,3.73
205354,5750000,0,0,7.7,3.73
205425,1570000,-2,0,7.7,3.73
205506,3995000,0,0,7.7,3.73
205336,935000,0,0,7.7,3.73
205491,3125000,0,0,7.7,3.73
205382,1295000,0,0,7.7,3.73
205484,3425000,0,0,7.7,3.73
205529,5000000,0,0,7.7,3.73
205462,2495000,0,0,7.7,3.73
205500,1815000,-7,0,7.7,3.73
205535,1650000,-5,0,7.7,3.73
205497,6000000,-4,0,7.7,3.73
205502,5195000,0,0,7.7,3.73
205695,920000,-8,0,7.7,3.73
205654,1725000,0,0,7.7,3.73
205572,1555000,-3,0,7.7,3.73
205735,1000000,-9,0,7.7,3.73
205788,1600000,0,0,7.7,3.73
205587,630000,-2,0,7.7,3.73
205631,1495000,0,0,7.7,3.73
205857,2995000,0,0,7.7,3.73
205605,3650000,-3,0,7.7,3.73
205678,1675000,5,0,7.7,3.73
205696,1975000,-1,0,7.7,3.73
205786,6300000,-1,0,7.7,3.73
205712,2100000,-9,0,7.7,3.73
205633,2250000,-4,0,7.7,3.73
205620,1250000,0,0,7.7,3.73
205663,1390000,0,0,7.7,3.73
205737,3200000,-6,0,7.7,3.73
205759,3750000,0,0,7.7,3.73
205777,3350000,0,0,7.7,3.73
205809,2795000,0,0,7.7,3.73
205837,2025000,-2,0,7.7,3.73
205827,4542914,0,0,7.7,3.73
205740,6875000,-2,0,7.7,3.73
205647,440000,0,0,7.7,3.73
205651,3175000,-4,0,7.7,3.73
205823,4399000,0,0,7.7,3.73
206099,1300000,-3,0,7.7,3.73
206204,7500000,0,0,7.7,3.73
205919,1300000,-2,0,7.7,3.73
206072,2455000,-2,0,7.7,3.73
206038,6550000,-6,0,7.7,3.73
206136,395000,0,0,7.7,3.73
205923,4955000,-1,0,7.7,3.73
206194,1320000,-6,0,7.7,3.73
206122,2950000,0,0,7.7,3.73
205907,2100000,0,0,7.7,3.73
205931,1600000,-3,0,7.7,3.73
206080,3975000,0,0,7.7,3.73
205881,1625000,0,0,7.7,3.73
205962,3795000,0,0,7.7,3.73
206090,1900000,-5,0,7.7,3.73
205946,2350000,0,0,7.7,3.73
205910,1535000,0,0,7.7,3.73
206067,2195000,0,0,7.7,3.73
205917,5400000,0,0,7.7,3.73
205889,3500000,0,0,7.7,3.73
206133,7950000,0,0,7.7,3.73
205984,1550000,-3,0,7.7,3.73
205878,7182500,0,0,7.7,3.73
206088,850000,0,0,7.7,3.73
206399,591000,0,0,7.7,3.73
206304,6555000,-3,0,7.7,3.73
206453,2550000,0,0,7.7,3.73
206313,3200000,0,0,7.7,3.73
206341,2575000,-4,0,7.7,3.73
206234,6600000,-3,0,7.7,3.73
206386,555000,-3,0,7.7,3.73
206323,2250000,-4,0,7.7,3.73
206353,1650000,-3,0,7.7,3.73
206311,320000,-29,0,7.7,3.73
206297,4462000,4,0,7.7,3.73
206230,2000000,-9,0,7.7,3.73
206269,1125000,0,0,7.7,3.73
206359,5500000,0,0,7.7,3.73
206436,3700000,-3,0,7.7,3.73
206281,2740000,0,0,7.7,3.73
206510,3845000,1,0,7.7,3.73
206501,3750000,0,0,7.7,3.73
206508,1400000,0,0,7.7,3.73
206633,3300000,0,0,7.7,3.73
206637,539000,0,0,7.7,3.73
206618,1350000,-10,0,7.7,3.73
206599,14250000,-5,0,7.7,3.73
206625,2775000,-1,0,7.7,3.73
206595,3125000,-2,0,7.7,3.73
206619,3552000,2,0,7.7,3.73
206937,4950000,0,0,7.7,3.73
206931,4495000,0,0,7.7,3.73
206964,575000,5,0,7.7,3.73
206820,2900000,-3,0,7.7,3.73
206706,2695000,0,0,7.7,3.73
206987,745000,0,0,7.7,3.73
206998,4249000,0,0,7.7,3.73
206938,1900000,-10,0,7.7,3.73
206702,4000000,-6,0,7.7,3.73
206748,7250000,-3,0,7.7,3.73
206976,1500000,-3,0,7.7,3.73
206833,1460000,-8,0,7.7,3.73
206710,1665000,-2,0,7.7,3.73
206888,8500000,-6,0,7.7,3.73
206671,3150000,-10,0,7.7,3.73
206821,1850000,-5,0,7.7,3.73
206843,2945000,-2,0,7.7,3.73
206827,625000,-4,0,7.7,3.73
206942,325000,-7,0,7.7,3.73
206792,2875000,-4,0,7.7,3.73
206711,1950000,-2,0,7.7,3.73
206963,590000,19,0,7.7,3.73
206677,14546000,0,0,7.7,3.73
206766,1150000,-11,0,7.7,3.73
206727,4195000,0,0,7.7,3.73
206932,625000,-4,0,7.7,3.73
206951,575000,-8,0,7.7,3.73
206882,690000,-1,0,7.7,3.73
206950,728750,0,0,7.7,3.73
206886,1850000,0,0,7.7,3.73
206916,1500000,-6,0,7.7,3.73
206845,2150000,-14,0,7.7,3.73
207340,1710000,1,0,7.7,3.73
207102,3125000,-4,0,7.7,3.73
207306,3095000,0,0,7.7,3.73
207110,2145000,0,0,7.7,3.73
207305,7600000,-1,0,7.7,3.73
207268,660000,-5,0,7.7,3.73
207162,900000,0,0,7.7,3.73
207240,1425000,-5,0,7.7,3.73
207109,1650000,-3,0,7.7,3.73
207188,935000,26,0,7.7,3.73
207353,2100000,0,0,7.7,3.73
207236,1275000,-2,0,7.7,3.73
207126,1510000,-5,0,7.7,3.73
207265,2250000,-4,0,7.7,3.73
207319,1995000,0,0,7.7,3.73
207041,1600000,0,0,7.7,3.73
207486,1262500,-9,0,7.7,3.73
207499,2110000,11,0,7.7,3.73
207579,3495000,0,0,7.7,3.73
207444,1325000,6,0,7.7,3.73
207494,1500000,-6,0,7.7,3.73
207506,2098000,0,0,7.7,3.73
207493,4655000,-1,0,7.7,3.73
207681,2932500,0,0,7.7,3.73
207585,1350000,0,0,7.7,3.73
207480,2415000,0,0,7.7,3.73
207638,1365000,5,0,7.7,3.73
207419,697000,0,0,7.7,3.73
207701,3400000,0,0,7.7,3.73
207429,3100000,-3,0,7.7,3.73
207411,795000,0,0,7.7,3.73
207400,945000,-5,0,7.7,3.73
207680,1050000,-12,0,7.7,3.73
207592,697000,0,0,7.7,3.73
207683,2725000,-4,0,7.7,3.73
207699,1900000,0,0,7.7,3.73
207533,2450000,-6,0,7.7,3.73
207690,2020000,-4,0,7.7,3.73
207685,390000,-28,0,7.7,3.73
208052,5100000,0,0,7.7,3.73
207744,1200000,0,0,7.7,3.73
207749,2695000,0,0,7.7,3.73
207765,2700000,-3,0,7.7,3.73
208054,550000,-8,0,7.7,3.73
207912,2200000,0,0,7.7,3.73
208086,3800000,-1,0,7.7,3.73
207853,1039200,0,0,7.7,3.73
207772,2000000,0,0,7.7,3.73
207972,2695000,0,0,7.7,3.73
207920,695000,0,0,7.7,3.73
207902,3100000,0,0,7.7,3.73
208074,2001333,1,0,7.7,3.73
207921,7150000,0,0,7.7,3.73
207720,2595000,0,0,7.7,3.73
207864,2049965,0,0,7.7,3.73
207994,1500000,-12,0,7.7,3.73
208028,688146,0,0,7.7,3.73
208173,2450000,-2,0,7.7,3.73
208334,1695000,0,0,7.7,3.73
208307,1110000,-7,0,7.7,3.73
208284,2925000,0,0,7.7,3.73
208186,3500000,0,0,7.7,3.73
208338,1075000,-2,0,7.7,3.73
208369,2903000,0,0,7.7,3.73
208275,5600000,0,0,7.7,3.73
208238,600000,-7,0,7.7,3.73
208210,2520000,1,0,7.7,3.73
208175,1300000,-7,0,7.7,3.73
208377,631055,0,0,7.7,3.73
208139,800000,0,0,7.7,3.73
208215,1835000,-3,0,7.7,3.73
208440,935000,-1,0,7.7,3.73
208134,6800000,0,0,7.7,3.73
208383,1025000,0,0,7.7,3.73
208527,3035000,1,0,7.7,3.73
208463,3200000,0,0,7.7,3.73
208550,2150000,0,0,7.7,3.73
208491,3425000,0,0,7.7,3.73
208513,1100000,-8,0,7.7,3.73
208596,1520000,-5,0,7.7,3.73
208608,520000,0,0,7.7,3.73
208637,3100000,-3,0,7.7,3.73
208606,725000,0,0,7.7,3.73
208627,2145000,-2,0,7.7,3.73
208584,1475000,-8,0,7.7,3.73
208560,2102000,5,0,7.7,3.73
208643,1881430,0,0,7.7,3.73
208838,1175000,-2,0,7.7,3.73
208787,640000,-12,0,7.7,3.73
208895,580000,0,0,7.7,3.73
208847,795000,0,0,7.7,3.73
208850,2190000,0,0,7.7,3.73
208708,1650000,-8,0,7.7,3.73
208836,2950000,0,0,7.7,3.73
208961,3995000,0,0,7.7,3.73
208879,1800000,-18,0,7.7,3.73
208762,2750000,-2,0,7.7,3.73
208801,1425000,-5,0,7.7,3.73
208918,4300000,-1,0,7.7,3.73
208776,4195000,0,0,7.7,3.73
208691,7600000,0,0,7.7,3.73
208876,6300000,-3,0,7.7,3.73
208735,960000,-4,0,7.7,3.73
208704,1175000,-2,0,7.7,3.73
208784,415000,0,0,7.7,3.73
208938,571828,0,0,7.7,3.73
208756,1212500,-6,0,7.7,3.73
208907,722500,0,0,7.7,3.73
208694,2375000,-5,0,7.7,3.73
208833,3230000,0,0,7.7,3.73
208843,870000,-17,0,7.7,3.73
209277,4995000,0,0,7.7,3.73
209027,800000,-20,0,7.7,3.73
209006,1500000,-17,0,7.7,3.73
209140,1350000,-3,0,7.7,3.73
209356,3210000,-5,0,7.7,3.73
209072,1050000,-4,0,7.7,3.73
209316,3600000,-3,0,7.7,3.73
209344,2195000,0,0,7.7,3.73
209151,2725000,-6,0,7.7,3.73
209087,2000000,-9,0,7.7,3.73
209052,1495000,0,0,7.7,3.73
209229,895000,0,0,7.7,3.73
209101,1437500,-3,0,7.7,3.73
209250,2115000,-3,0,7.7,3.73
209260,2600000,-4,0,7.7,3.73
209257,3600000,0,0,7.7,3.73
209074,4500000,0,0,7.7,3.73
209075,1170000,-2,0,7.7,3.73
209193,1675000,-9,0,7.7,3.73
209318,1625000,0,0,7.7,3.73
209098,1780000,-4,0,7.7,3.73
209064,15750000,-2,0,7.7,3.73
209103,760000,-3,0,7.7,3.73
209376,4506000,0,0,7.7,3.73
209611,5400000,0,0,7.7,3.73
209655,6250000,-4,0,7.7,3.73
209564,1870000,0,0,7.7,3.73
209659,2060000,3,0,7.7,3.73
209686,3500000,0,0,7.7,3.73
209547,2595000,0,0,7.7,3.73
209477,1780000,-11,0,7.7,3.73
209407,1150000,-4,0,7.7,3.73
209668,1750000,0,0,7.7,3.73
209411,3750000,0,0,7.7,3.73
209475,2225000,-3,0,7.7,3.73
209385,5495000,0,0,7.7,3.73
209592,730000,-6,0,7.7,3.73
209392,1975000,0,0,7.7,3.73
209493,4700000,1,0,7.7,3.73
209553,4375000,0,0,7.7,3.73
209375,2002000,0,0,7.7,3.73
209677,8550000,-2,0,7.7,3.73
209594,800000,-11,0,7.7,3.73
209561,855000,-5,0,7.7,3.73
209669,1625000,-2,0,7.7,3.73
209364,650000,0,0,7.7,3.73
209436,4550000,0,0,7.7,3.73
209438,850000,-5,0,7.7,3.73
209372,2350000,0,0,7.7,3.73
209363,2198000,0,0,7.7,3.73
209886,9000000,2,0,7.7,3.73
209920,1000000,-5,0,7.7,3.73
209867,1545000,0,0,7.7,3.73
209807,1150000,0,0,7.7,3.73
210045,2849000,0,0,7.7,3.73
209881,4230000,0,0,7.7,3.73
210025,1895000,-37,0,7.7,3.73
209719,940000,-6,0,7.7,3.73
210033,1600000,-6,0,7.7,3.73
209841,3900000,-2,0,7.7,3.73
209757,4750000,0,0,7.7,3.73
209969,2875000,0,0,7.7,3.73
209882,2475000,0,0,7.7,3.73
209804,1375000,0,0,7.7,3.73
209777,560000,0,0,7.7,3.73
209721,2650000,-4,0,7.7,3.73
209956,6930250,0,0,7.7,3.73
210199,1200000,0,0,7.7,3.73
210069,2200000,0,0,7.7,3.73
210234,5450000,-4,0,7.7,3.73
210285,3975000,-1,0,7.7,3.73
210127,600000,0,0,7.7,3.73
210346,9200000,-3,0,7.7,3.73
210240,550000,0,0,7.7,3.73
210201,2895000,0,0,7.7,3.73
210158,3925000,0,0,7.7,3.73
210241,3095000,3,0,7.7,3.73
210279,4195000,0,0,7.7,3.73
210150,1300000,-7,0,7.7,3.73
210239,2850000,-8,0,7.7,3.73
210153,1110000,0,0,7.7,3.73
210123,1400000,0,0,7.7,3.73
210278,1700000,-5,0,7.7,3.73
210288,3900000,-2,0,7.7,3.73
210167,700000,0,0,7.7,3.73
210106,500000,0,0,7.7,3.73
210450,1785000,0,0,7.7,3.73
210494,3301402,3,0,7.7,3.73
210447,5100000,-2,0,7.7,3.73
210402,5875000,-2,0,7.7,3.73
210567,1795000,0,0,7.7,3.73
210516,1400000,-6,0,7.7,3.73
210501,1195000,0,0,7.7,3.73
210530,775000,0,0,7.7,3.73
210593,1402500,0,0,7.7,3.73
210527,650000,-3,0,7.7,3.73
210891,3195000,0,0,7.7,3.73
210724,500000,-23,0,7.7,3.73
210748,2500000,0,0,7.7,3.73
210661,2432500,-3,0,7.7,3.73
210900,2725273,0,0,7.7,3.73
210734,1000000,-5,0,7.7,3.73
210786,1755000,-2,0,7.7,3.73
210852,1550000,0,0,7.7,3.73
210727,1250000,-3,0,7.7,3.73
210863,4675000,0,0,7.7,3.73
210848,3245000,-2,0,7.7,3.73
210602,1685000,0,0,7.7,3.73
210954,1575000,-1,0,7.7,3.73
210825,695000,0,0,7.7,3.73
210770,1275000,0,0,7.7,3.73
210874,4375000,0,0,7.7,3.73
210793,1395000,-4,0,7.7,3.73
210932,1810000,-2,0,7.7,3.73
210861,4600000,-4,0,7.7,3.73
210951,2125000,-3,0,7.7,3.73
210920,6800000,-3,0,7.7,3.73
210789,3360000,0,0,7.7,3.73
210603,1850000,-7,0,7.7,3.73
211172,800000,-6,0,7.7,3.73
211063,3850000,-5,0,7.7,3.73
210971,3600000,-5,0,7.7,3.73
211027,7455000,1,0,7.7,3.73
211204,525000,0,0,7.7,3.73
211182,6198000,0,0,7.7,3.73
210977,880000,-7,0,7.7,3.73
211275,1950000,-11,0,7.7,3.73
211329,2830000,-1,0,7.7,3.73
211226,6000000,0,0,7.7,3.73
211047,2300000,-4,0,7.7,3.73
211213,2525000,-3,0,7.7,3.73
211190,1620000,8,0,7.7,3.73
211095,2690000,0,0,7.7,3.73
211105,9425000,-1,0,7.7,3.73
211091,9250000,-3,0,7.7,3.73
211199,5625000,-1,0,7.7,3.73
211103,1125000,-6,0,7.7,3.73
211317,575000,-11,0,7.7,3.73
211154,4150000,-2,0,7.7,3.73
211045,1000000,0,0,7.7,3.73
211101,1000000,0,0,7.7,3.73
211423,575000,-11,0,7.7,3.73
211410,5195000,0,0,7.7,3.73
211653,3950000,-1,0,7.7,3.73
211634,4495000,0,0,7.7,3.73
211460,2625000,-6,0,7.7,3.73
211639,625000,-17,0,7.7,3.73
211488,1790000,-1,0,7.7,3.73
211588,2252500,0,0,7.7,3.73
211448,1950000,-13,0,7.7,3.73
211386,2775000,-7,0,7.7,3.73
211511,1200000,0,0,7.7,3.73
211465,920000,-6,0,7.7,3.73
211681,2195000,0,0,7.7,3.73
211563,300000,0,0,7.7,3.73
211604,1317500,0,0,7.7,3.73
211682,2655000,-2,0,7.7,3.73
211627,3550000,-4,0,7.7,3.73
211483,2595000,0,0,7.7,3.73
211538,1250000,0,0,7.7,3.73
211523,2125000,-3,0,7.7,3.73
211655,2950000,0,0,7.7,3.73
211494,675000,-3,0,7.7,3.73
211675,1900000,-5,0,7.7,3.73
211489,2600000,-4,0,7.7,3.73
211418,1100000,0,0,7.7,3.73
211367,625000,-10,0,7.7,3.73
211436,3150000,-2,0,7.7,3.73
211479,3395000,0,0,7.7,3.73
211445,2595000,0,0,7.7,3.73
211670,3950000,-1,0,7.7,3.73
211600,2200000,0,0,7.7,3.73
212058,625000,-4,0,7.7,3.73
211878,570000,0,0,7.7,3.73
212042,2140000,-3,0,7.7,3.73
211929,4495000,0,0,7.7,3.73
211981,595000,0,0,7.7,3.73
211867,9495000,0,0,7.7,3.73
211719,1325000,0,0,7.7,3.73
211826,850000,0,0,7.7,3.73
211936,3825000,-2,0,7.7,3.73
211758,2575000,-4,0,7.7,3.73
211783,1050000,-4,0,7.7,3.73
211729,2300000,0,0,7.7,3.73
211942,5885000,2,0,7.7,3.73
212009,9250000,0,0,7.7,3.73
211992,6175000,-1,0,7.7,3.73
211978,4495000,0,0,7.7,3.73
211946,900000,0,0,7.7,3.73
211985,4300000,-2,0,7.7,3.73
211913,2125000,-3,0,7.7,3.73
211974,2425000,0,0,7.7,3.73
211863,1830000,2,0,7.7,3.73
211701,2400000,-4,0,7.7,3.73
212075,3245000,-2,0,7.7,3.73
211847,2955000,2,0,7.7,3.73
212023,5295000,0,0,7.7,3.73
211746,1575000,-5,0,7.7,3.73
211945,1690000,1,0,7.7,3.73
212068,1171112,0,0,7.7,3.73
212063,1400000,0,0,7.7,3.73
212374,720000,-9,0,7.7,3.73
212186,1145000,-4,0,7.7,3.73
212162,725000,-7,0,7.7,3.73
212227,1675000,-1,0,7.7,3.73
212178,1150000,-11,0,7.7,3.73
212320,1965000,-6,0,7.7,3.73
212423,5000000,-5,0,7.7,3.73
212237,670000,-2,0,7.7,3.73
212394,1800100,0,0,7.7,3.73
212286,850000,-10,0,7.7,3.73
212251,2200000,-4,0,7.7,3.73
212314,7995000,0,0,7.7,3.73
212285,800000,0,0,7.7,3.73
212158,4795000,0,0,7.7,3.73
212085,400000,0,0,7.7,3.73
212230,2825000,-2,0,7.7,3.73
212152,2100001,-2,0,7.7,3.73
212387,1695000,0,0,7.7,3.73
212329,910000,0,0,7.7,3.73
212244,1120000,0,0,7.7,3.73
212521,2107000,6,0,7.7,3.73
212491,3748000,0,0,7.7,3.73
212487,2145000,-2,0,7.7,3.73
212533,995000,0,0,7.7,3.73
212448,2050000,-2,0,7.7,3.73
212490,2475000,-1,0,7.7,3.73
212445,5995000,0,0,7.7,3.73
212500,1235000,0,0,7.7,3.73
212519,5650000,-4,0,7.7,3.73
212552,2895000,0,0,7.7,3.73
212479,610000,-2,0,7.7,3.73
212579,5100000,-2,0,7.7,3.73
212596,1550000,-6,0,7.7,3.73
212568,3425000,4,0,7.7,3.73
212582,1675000,-4,0,7.7,3.73
212618,4250000,6,0,7.7,3.73
212655,2255000,-2,0,7.7,3.73
212639,5400000,0,0,7.7,3.73
212565,510000,0,0,7.7,3.73
212643,2250000,-2,0,7.7,3.73
212921,2100000,-4,0,7.7,3.73
212962,3750000,0,0,7.7,3.73
212729,1945000,0,0,7.7,3.73
212806,2550000,0,0,7.7,3.73
212795,4555000,34,0,7.7,3.73
212769,14495000,0,0,7.7,3.73
212902,2350000,-2,0,7.7,3.73
212797,4200000,0,0,7.7,3.73
212932,3550000,0,0,7.7,3.73
212753,4075000,-3,0,7.7,3.73
212743,2900000,0,0,7.7,3.73
212730,675000,0,0,7.7,3.73
212911,925000,-16,0,7.7,3.73
213002,1250000,0,0,7.7,3.73
212752,2400000,0,0,7.7,3.73
213027,1595000,-6,0,7.7,3.73
212903,7800000,0,0,7.7,3.73
212716,1700000,-5,0,7.7,3.73
212814,6000000,-4,0,7.7,3.73
212855,1500000,-6,0,7.7,3.73
212706,1605000,-2,0,7.7,3.73
212807,1650000,-8,0,7.7,3.73
212679,1495000,0,0,7.7,3.73
212764,1472000,-5,0,7.7,3.73
212680,1750000,-3,0,7.7,3.73
213010,1880000,0,0,7.7,3.73
213369,1250000,0,0,7.7,3.73
213101,680000,0,0,7.7,3.73
213383,1352000,4,0,7.7,3.73
213108,441000,0,0,7.7,3.73
213337,795000,0,0,7.7,3.73
213077,1350000,-3,0,7.7,3.73
213367,2600000,-2,0,7.7,3.73
213355,1650000,10,0,7.7,3.73
213084,1010000,-4,0,7.7,3.73
213140,10980000,0,0,7.7,3.73
213381,795000,0,0,7.7,3.73
213259,2055000,-4,0,7.7,3.73
213055,2850000,0,0,7.7,3.73
213141,695000,0,0,7.7,3.73
213317,7000000,-3,0,7.7,3.73
213254,650000,-6,0,7.7,3.73
213054,4315000,-2,0,7.7,3.73
213240,6580000,-2,0,7.7,3.73
213192,2480000,0,0,7.7,3.73
213110,3550000,-4,0,7.7,3.73
213376,2298000,0,0,7.7,3.73
213560,2695000,0,0,7.7,3.73
213512,6500000,0,0,7.7,3.73
213429,1760000,-2,0,7.7,3.73
213636,3030000,-7,0,7.7,3.73
213575,1650000,0,0,7.7,3.73
213439,2998000,0,0,7.7,3.73
213601,3950000,-4,0,7.7,3.73
213695,2250000,0,0,7.7,3.73
213657,3995000,0,0,7.7,3.73
213504,2980000,-1,0,7.7,3.73
213705,2862500,0,0,7.7,3.73
213549,2004000,0,0,7.7,3.73
213630,1300000,0,0,7.7,3.73
213595,1930000,-3,0,7.7,3.73
213640,3800000,-5,0,7.7,3.73
213756,2675000,-8,0,7.7,3.73
213421,3065000,0,0,7.7,3.73
213507,6500000,0,0,7.7,3.73
213669,1195000,-4,0,7.7,3.73
213709,4595000,0,0,7.7,3.73
213625,1125000,-4,0,7.7,3.73
213665,3170000,0,0,7.7,3.73
213677,1500000,-6,0,7.7,3.73
213570,8300000,1,0,7.7,3.73
213996,2100000,0,0,7.7,3.73
213992,2445000,0,0,7.7,3.73
214013,2290000,0,0,7.7,3.73
213795,1600000,0,0,7.7,3.73
214050,4350000,-1,0,7.7,3.73
214011,3445000,0,0,7.7,3.73
213967,977500,0,0,7.7,3.73
214068,1955000,-2,0,7.7,3.73
213885,6095000,0,0,7.7,3.73
213764,495000,0,0,7.7,3.73
213963,256000,0,0,7.7,3.73
214025,2250000,-4,0,7.7,3.73
214032,300000,0,0,7.7,3.73
214046,803455,8,0,7.7,3.73
213775,5600000,-3,0,7.7,3.73
214064,1600000,-11,0,7.7,3.73
213969,1510000,-2,0,7.7,3.73
213892,2750000,-7,0,7.7,3.73
214309,950000,-5,0,7.7,3.73
214283,3875000,-1,0,7.7,3.73
214250,1150000,-4,0,7.7,3.73
214263,1952000,0,0,7.7,3.73
214126,3150000,0,0,7.7,3.73
214170,2500000,-2,0,7.7,3.73
214107,5995000,0,0,7.7,3.73
214178,13700000,-2,0,7.7,3.73
214244,5675000,0,0,7.7,3.73
214277,1250000,0,0,7.7,3.73
214154,3950000,-1,0,7.7,3.73
214104,3195000,-3,0,7.7,3.73
214298,2595000,0,0,7.7,3.73
214273,2350000,0,0,7.7,3.73
214188,750000,0,0,7.7,3.73
214311,1350000,-3,0,7.7,3.73
214316,1795000,0,0,7.7,3.73
214286,750000,0,0,7.7,3.73
214275,1703130,0,0,7.7,3.73
214315,1800000,0,0,7.7,3.73
214398,1090000,-4,0,7.7,3.73
214384,2495000,0,0,7.7,3.73
214439,2900000,-3,0,7.7,3.73
214347,5600000,-3,0,7.7,3.73
214370,1495000,0,0,7.7,3.73
214355,6295000,0,0,7.7,3.73
214415,4165000,-3,0,7.7,3.73
214367,6400000,-6,0,7.7,3.73
214457,1065000,-3,0,7.7,3.73
214503,4720000,0,0,7.7,3.73
214767,4515000,0,0,7.7,3.73
214591,2500000,-6,0,7.7,3.73
214537,3675000,-3,0,7.7,3.73
