house_id,purchase_price,%_change_between_offer_and_purchase,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
903196,2625000,0,0.75,2.76,4.75
903106,325000,0,0.75,2.76,4.75
903102,3500000,0,0.75,2.76,4.75
903194,700000,0,0.75,2.76,4.75
903098,3500000,0,0.75,2.76,4.75
903125,555000,-7,0.75,2.76,4.75
903134,1350000,-1,0.75,2.76,4.75
903308,653000,0,0.75,2.76,4.75
903230,1440000,-4,0.75,2.76,4.75
903297,695000,-13,0.75,2.76,4.75
903329,2600000,0,0.75,2.76,4.75
903276,2000000,-5,0.75,2.76,4.75
903226,3800000,-5,0.75,2.76,4.75
903334,1950000,0,0.75,2.76,4.75
903337,1450000,0,0.75,2.76,4.75
903318,700000,0,0.75,2.76,4.75
903245,625000,-16,0.75,2.76,4.75
903274,3050000,2,0.75,2.76,4.75
903236,2350000,-6,0.75,2.76,4.75
903202,2860000,0,0.75,2.76,4.75
903381,1450000,0,0.75,2.76,4.75
903409,2200000,0,0.75,2.76,4.75
903386,4495000,0,0.75,2.76,4.75
903363,710000,0,0.75,2.76,4.75
903442,2900000,-3,0.75,2.76,4.75
903458,2712500,-3,0.75,2.76,4.75
903495,1640000,-4,0.75,2.76,4.75
903503,2050000,-9,0.75,2.76,4.75
903510,465000,-22,0.75,2.76,4.75
903517,750000,-10,0.75,2.76,4.75
903624,842160,0,0.75,2.76,4.75
903590,1185000,-4,0.75,2.76,4.75
903530,3540000,-11,0.75,2.76,4.75
903566,892500,0,0.75,2.76,4.75
903527,1875000,-6,0.75,2.76,4.75
903545,1125000,-13,0.75,2.76,4.75
903592,750000,0,0.75,2.76,4.75
903537,1948000,-3,0.75,2.76,4.75
903729,2350000,0,0.75,2.76,4.75
903736,1625000,-14,0.75,2.76,4.75
903669,7250000,0,0.75,2.76,4.75
903658,2748000,-11,0.75,2.76,4.75
903681,6500000,0,0.75,2.76,4.75
903648,1500000,0,0.75,2.76,4.75
903796,2750000,0,0.75,2.76,4.75
903840,818000,-45,0.75,2.76,4.75
903829,1375000,0,0.75,2.76,4.75
903854,3000000,0,0.75,2.76,4.75
903794,2690000,-2,0.75,2.76,4.75
903802,12984600,0,0.75,2.76,4.75
903783,975000,0,0.75,2.76,4.75
903801,2550000,-4,0.75,2.76,4.75
903786,825000,-8,0.75,2.76,4.75
903959,2100000,-16,0.75,2.76,4.75
903903,1100000,0,0.75,2.76,4.75
903984,350000,0,0.75,2.76,4.75
903952,1450000,-9,0.75,2.76,4.75
903951,500000,0,0.75,2.76,4.75
903997,1150000,-11,0.75,2.76,4.75
904019,1290000,-6,0.75,2.76,4.75
904011,1315000,-6,0.75,2.76,4.75
904024,385000,0,0.75,2.76,4.75
904040,515000,-10,0.75,2.76,4.75
904030,1298500,0,0.75,2.76,4.75
904108,1395000,0,0.75,2.76,4.75
904225,970000,-3,0.75,2.76,4.75
904191,2895000,0,0.75,2.76,4.75
904173,880000,0,0.75,2.76,4.75
904159,1250000,-9,0.75,2.76,4.75
904231,2048000,-2,0.75,2.76,4.75
904208,2800000,0,0.75,2.76,4.75
904123,3950000,-1,0.75,2.76,4.75
904261,1145000,-4,0.75,2.76,4.75
904282,400000,-19,0.75,2.76,4.75
904319,700000,0,0.75,2.76,4.75
904304,425000,0,0.75,2.76,4.75
904348,2625000,-8,0.75,2.76,4.75
904339,4750000,-21,0.75,2.76,4.75
904317,810000,-5,0.75,2.76,4.75
904366,3145000,-3,0.75,2.76,4.75
904344,908500,0,0.75,2.76,4.75
904331,3825000,-4,0.75,2.76,4.75
904259,1700000,-4,0.75,2.76,4.75
904334,975000,-7,0.75,2.76,4.75
904363,1260000,-8,0.75,2.76,4.75
904301,890000,0,0.75,2.76,4.75
904361,1350000,0,0.75,2.76,4.75
904292,350000,0,0.75,2.76,4.75
904385,1295000,-4,0.75,2.76,4.75
904377,1760000,0,0.75,2.76,4.75
904484,1275000,0,0.75,2.76,4.75
904378,2045000,0,0.75,2.76,4.75
904429,810000,-9,0.75,2.76,4.75
904436,1465000,-2,0.75,2.76,4.75
904477,827000,0,0.75,2.76,4.75
904384,1700000,-5,0.75,2.76,4.75
904502,445000,0,0.75,2.76,4.75
904516,2950000,-2,0.75,2.76,4.75
904506,582500,-2,0.75,2.76,4.75
904536,2437000,0,0.75,2.76,4.75
904541,1500000,-12,0.75,2.76,4.75
904550,505620,-7,0.75,2.76,4.75
904555,2500000,-11,0.75,2.76,4.75
904567,2300000,-8,0.75,2.76,4.75
904643,3500000,0,0.75,2.76,4.75
904661,1265393,0,0.75,2.76,4.75
904646,3500000,0,0.75,2.76,4.75
904659,2290000,-2,0.75,2.76,4.75
904599,700000,-13,0.75,2.76,4.75
904662,600000,-25,0.75,2.76,4.75
904770,852500,0,0.75,2.76,4.75
904791,2520000,-6,0.75,2.76,4.75
904786,865000,0,0.75,2.76,4.75
904719,1500000,0,0.75,2.76,4.75
904948,975000,0,0.75,2.76,4.75
904941,1985000,0,0.75,2.76,4.75
904848,1200000,-22,0.75,2.76,4.75
904919,525000,0,0.75,2.76,4.75
904847,402333,0,0.75,2.76,4.75
904841,912000,1,0.75,2.76,4.75
904935,1575000,-49,0.75,2.76,4.75
904918,1750000,0,0.75,2.76,4.75
904845,3200000,-6,0.75,2.76,4.75
904856,978000,0,0.75,2.76,4.75
905020,875000,0,0.75,2.76,4.75
904955,850000,-3,0.75,2.76,4.75
905034,4030000,-4,0.75,2.76,4.75
904985,2675000,0,0.75,2.76,4.75
905007,3500000,0,0.75,2.76,4.75
904967,1540000,-1,0.75,2.76,4.75
905038,875000,0,0.75,2.76,4.75
904991,510000,0,0.75,2.76,4.75
905298,3250000,0,0.75,2.76,4.75
905223,3600000,0,0.75,2.76,4.75
905209,2750000,0,0.75,2.76,4.75
905320,1445000,0,0.75,2.76,4.75
905175,3350000,0,0.75,2.76,4.75
905294,1450000,-9,0.75,2.76,4.75
905206,1300000,-6,0.75,2.76,4.75
905254,1070000,-6,0.75,2.76,4.75
905318,1883431,5,0.75,2.76,4.75
905250,1120000,-1,0.75,2.76,4.75
905211,1100000,-4,0.75,2.76,4.75
905136,900000,0,0.75,2.76,4.75
905132,2500000,0,0.75,2.76,4.75
905261,2754675,0,0.75,2.76,4.75
905326,2500000,-16,0.75,2.76,4.75
905361,2000000,0,0.75,2.76,4.75
905367,1175000,-2,0.75,2.76,4.75
905368,2484519,0,0.75,2.76,4.75
905383,898167,0,0.75,2.76,4.75
905469,717750,0,0.75,2.76,4.75
905426,1500000,-6,0.75,2.76,4.75
905464,2375000,-8,0.75,2.76,4.75
905432,285000,0,0.75,2.76,4.75
905400,2875000,-4,0.75,2.76,4.75
905405,1675000,-7,0.75,2.76,4.75
905406,1400000,0,0.75,2.76,4.75
905404,530000,-5,0.75,2.76,4.75
905471,950000,-3,0.75,2.76,4.75
905409,1230000,-4,0.75,2.76,4.75
905509,435000,-12,0.75,2.76,4.75
905589,1125000,-49,0.75,2.76,4.75
905608,575000,0,0.75,2.76,4.75
905563,3500000,0,0.75,2.76,4.75
905546,2050000,-7,0.75,2.76,4.75
905524,1580000,0,0.75,2.76,4.75
905526,475000,0,0.75,2.76,4.75
905610,570000,-3,0.75,2.76,4.75
905504,890000,-5,0.75,2.76,4.75
905489,4250000,-9,0.75,2.76,4.75
905490,4850000,-3,0.75,2.76,4.75
905619,1795000,0,0.75,2.76,4.75
905496,1185000,-8,0.75,2.76,4.75
905639,2645000,0,0.75,2.76,4.75
905647,414500,0,0.75,2.76,4.75
905743,710000,-3,0.75,2.76,4.75
905687,795000,0,0.75,2.76,4.75
905854,500000,0,0.75,2.76,4.75
905836,2200000,-4,0.75,2.76,4.75
905862,435000,-2,0.75,2.76,4.75
905853,1900000,-5,0.75,2.76,4.75
905807,2100000,-4,0.75,2.76,4.75
905850,2805300,0,0.75,2.76,4.75
905858,9800000,-10,0.75,2.76,4.75
905812,2050000,-2,0.75,2.76,4.75
905988,500000,0,0.75,2.76,4.75
905876,1475000,0,0.75,2.76,4.75
905911,1035000,-5,0.75,2.76,4.75
905908,806100,0,0.75,2.76,4.75
905966,1298000,0,0.75,2.76,4.75
905970,1800000,-5,0.75,2.76,4.75
905955,7900000,0,0.75,2.76,4.75
905950,2150000,-4,0.75,2.76,4.75
905889,1400000,-6,0.75,2.76,4.75
906001,450000,0,0.75,2.76,4.75
906030,1445000,0,0.75,2.76,4.75
906017,8450000,-6,0.75,2.76,4.75
906008,1265000,-5,0.75,2.76,4.75
906013,3400000,-3,0.75,2.76,4.75
906098,315000,-14,0.75,2.76,4.75
906090,5650000,-10,0.75,2.76,4.75
906179,2845000,-5,0.75,2.76,4.75
906083,3000000,-8,0.75,2.76,4.75
906107,485000,-14,0.75,2.76,4.75
906185,2751310,0,0.75,2.76,4.75
906192,4275000,0,0.75,2.76,4.75
906174,2751310,0,0.75,2.76,4.75
906210,3050000,-5,0.75,2.76,4.75
906225,1225000,0,0.75,2.76,4.75
906341,2100000,-8,0.75,2.76,4.75
906330,975000,0,0.75,2.76,4.75
906320,3500000,0,0.75,2.76,4.75
906292,2425000,0,0.75,2.76,4.75
906442,600000,0,0.75,2.76,4.75
906447,1630000,-9,0.75,2.76,4.75
906413,1150000,0,0.75,2.76,4.75
906432,2075000,-5,0.75,2.76,4.75
906473,1800000,-4,0.75,2.76,4.75
906363,2725000,-9,0.75,2.76,4.75
906437,1500000,-14,0.75,2.76,4.75
906380,765000,-15,0.75,2.76,4.75
906523,8415000,0,0.75,2.76,4.75
906592,1500000,0,0.75,2.76,4.75
906520,2761578,0,0.75,2.76,4.75
906560,2975000,0,0.75,2.76,4.75
906486,1035000,-1,0.75,2.76,4.75
906487,624850,0,0.75,2.76,4.75
906562,1450000,0,0.75,2.76,4.75
906483,1520000,-5,0.75,2.76,4.75
906721,1920000,-13,0.75,2.76,4.75
906717,612000,0,0.75,2.76,4.75
906704,624750,0,0.75,2.76,4.75
906661,1317500,0,0.75,2.76,4.75
906701,375000,0,0.75,2.76,4.75
906619,3000000,-6,0.75,2.76,4.75
906628,4700000,0,0.75,2.76,4.75
906715,1300000,-4,0.75,2.76,4.75
906612,4500000,-4,0.75,2.76,4.75
906690,570000,-3,0.75,2.76,4.75
906632,4600000,0,0.75,2.76,4.75
906736,1200000,-7,0.75,2.76,4.75
906665,1500000,-9,0.75,2.76,4.75
906794,2600000,-7,0.75,2.76,4.75
906782,2725000,-6,0.75,2.76,4.75
906904,455000,-24,0.75,2.76,4.75
906878,1900000,-5,0.75,2.76,4.75
906883,1120000,-2,0.75,2.76,4.75
906843,4260000,-5,0.75,2.76,4.75
906861,600000,0,0.75,2.76,4.75
906825,4100000,-5,0.75,2.76,4.75
906844,1145000,0,0.75,2.76,4.75
906812,875000,0,0.75,2.76,4.75
906848,2750000,-4,0.75,2.76,4.75
906819,4000000,-6,0.75,2.76,4.75
906970,2195000,-4,0.75,2.76,4.75
906963,1150000,-8,0.75,2.76,4.75
906923,1145000,-4,0.75,2.76,4.75
906939,1300000,0,0.75,2.76,4.75
907046,2450000,-6,0.75,2.76,4.75
907096,4495000,0,0.75,2.76,4.75
907070,1050000,-12,0.75,2.76,4.75
907124,1025000,0,0.75,2.76,4.75
907041,1000000,0,0.75,2.76,4.75
907117,600000,0,0.75,2.76,4.75
907107,1100000,-14,0.75,2.76,4.75
907145,695000,0,0.75,2.76,4.75
907189,300000,-24,0.75,2.76,4.75
907327,3000000,0,0.75,2.76,4.75
907237,5200000,0,0.75,2.76,4.75
907382,3050000,0,0.75,2.76,4.75
907418,2475000,-4,0.75,2.76,4.75
907235,1350000,0,0.75,2.76,4.75
907234,5200000,0,0.75,2.76,4.75
907366,3950000,0,0.75,2.76,4.75
907338,3000000,0,0.75,2.76,4.75
907222,6800000,0,0.75,2.76,4.75
907181,5800000,0,0.75,2.76,4.75
907344,3000000,0,0.75,2.76,4.75
907297,3000000,0,0.75,2.76,4.75
907218,6800000,0,0.75,2.76,4.75
907346,915000,-4,0.75,2.76,4.75
907261,3000000,0,0.75,2.76,4.75
907279,3000000,0,0.75,2.76,4.75
907269,1750000,0,0.75,2.76,4.75
907353,1895000,0,0.75,2.76,4.75
907512,1085000,-12,0.75,2.76,4.75
907582,2812552,0,0.75,2.76,4.75
907567,705000,0,0.75,2.76,4.75
907575,420000,-15,0.75,2.76,4.75
907485,395000,0,0.75,2.76,4.75
907471,1325000,-11,0.75,2.76,4.75
907564,2400000,-4,0.75,2.76,4.75
907600,4175000,-5,0.75,2.76,4.75
907602,510000,0,0.75,2.76,4.75
907628,1460000,-2,0.75,2.76,4.75
907620,1900000,0,0.75,2.76,4.75
907678,2850000,-2,0.75,2.76,4.75
907693,1170000,-2,0.75,2.76,4.75
907765,2800000,-7,0.75,2.76,4.75
907657,3100000,-5,0.75,2.76,4.75
907653,1800000,-5,0.75,2.76,4.75
907669,1375000,-14,0.75,2.76,4.75
907729,3720000,-3,0.75,2.76,4.75
907761,1365000,-7,0.75,2.76,4.75
907753,3060000,-3,0.75,2.76,4.75
907674,3000000,-8,0.75,2.76,4.75
907875,1595000,0,0.75,2.76,4.75
907800,1350000,-10,0.75,2.76,4.75
907824,8200000,-6,0.75,2.76,4.75
907856,420000,-15,0.75,2.76,4.75
907992,363600,0,0.75,2.76,4.75
907951,500000,0,0.75,2.76,4.75
907938,705000,0,0.75,2.76,4.75
907991,685000,0,0.75,2.76,4.75
907940,700000,0,0.75,2.76,4.75
907948,349054,0,0.75,2.76,4.75
907915,1185000,-5,0.75,2.76,4.75
907988,1625000,-3,0.75,2.76,4.75
907927,752936,0,0.75,2.76,4.75
907917,502000,0,0.75,2.76,4.75
908049,885000,-1,0.75,2.76,4.75
908019,2550000,-2,0.75,2.76,4.75
908018,2100000,0,0.75,2.76,4.75
908108,2100000,0,0.75,2.76,4.75
908074,1270000,-6,0.75,2.76,4.75
908010,830000,0,0.75,2.76,4.75
908044,3600000,-5,0.75,2.76,4.75
908177,3200000,0,0.75,2.76,4.75
908185,575000,0,0.75,2.76,4.75
908181,743766,0,0.75,2.76,4.75
908220,3450000,-5,0.75,2.76,4.75
908207,1595000,0,0.75,2.76,4.75
908214,1050000,-9,0.75,2.76,4.75
908249,650000,-18,0.75,2.76,4.75
908258,800000,-11,0.75,2.76,4.75
908268,1461250,0,0.75,2.76,4.75
908267,1461250,0,0.75,2.76,4.75
908248,450000,0,0.75,2.76,4.75
908288,2400000,-11,0.75,2.76,4.75
908296,1530000,-6,0.75,2.76,4.75
908280,1875000,-5,0.75,2.76,4.75
908390,2695000,0,0.75,2.76,4.75
908304,4495000,0,0.75,2.76,4.75
908357,1310000,-12,0.75,2.76,4.75
908366,1995000,0,0.75,2.76,4.75
908326,1350000,0,0.75,2.76,4.75
908310,2850000,0,0.75,2.76,4.75
908499,2045000,-2,0.75,2.76,4.75
908418,630000,0,0.75,2.76,4.75
908470,714914,0,0.75,2.76,4.75
908463,550000,-39,0.75,2.76,4.75
908421,500000,-16,0.75,2.76,4.75
908616,13000000,-4,0.75,2.76,4.75
908573,1535000,-4,0.75,2.76,4.75
908613,3600000,0,0.75,2.76,4.75
908624,1298000,0,0.75,2.76,4.75
908598,660000,0,0.75,2.76,4.75
908548,1900000,-13,0.75,2.76,4.75
908550,4700000,0,0.75,2.76,4.75
908750,1500000,0,0.75,2.76,4.75
908767,825000,-2,0.75,2.76,4.75
908649,1650000,0,0.75,2.76,4.75
908724,2275000,-3,0.75,2.76,4.75
908757,1425000,-3,0.75,2.76,4.75
908768,1425000,-11,0.75,2.76,4.75
908714,2500000,-3,0.75,2.76,4.75
908707,375000,0,0.75,2.76,4.75
908722,2645000,0,0.75,2.76,4.75
908661,2400000,0,0.75,2.76,4.75
908699,425000,-23,0.75,2.76,4.75
908738,970000,0,0.75,2.76,4.75
908777,990000,0,0.75,2.76,4.75
908659,650000,-13,0.75,2.76,4.75
908869,900000,0,0.75,2.76,4.75
908787,2500000,0,0.75,2.76,4.75
908871,1045000,-5,0.75,2.76,4.75
908798,1530000,0,0.75,2.76,4.75
908860,2635000,0,0.75,2.76,4.75
908879,825000,-17,0.75,2.76,4.75
908811,580000,-3,0.75,2.76,4.75
908924,8450000,-6,0.75,2.76,4.75
909082,3500000,-5,0.75,2.76,4.75
908972,810000,-13,0.75,2.76,4.75
909073,1275000,-2,0.75,2.76,4.75
909033,1700000,0,0.75,2.76,4.75
909012,1000000,-13,0.75,2.76,4.75
909167,400000,-16,0.75,2.76,4.75
909180,2100000,0,0.75,2.76,4.75
909115,475689,0,0.75,2.76,4.75
909161,425000,0,0.75,2.76,4.75
909186,3610000,0,0.75,2.76,4.75
909096,1275000,-5,0.75,2.76,4.75
909102,1900000,-5,0.75,2.76,4.75
909200,5475000,-7,0.75,2.76,4.75
909085,2295000,0,0.75,2.76,4.75
909125,930000,-6,0.75,2.76,4.75
909101,4399000,0,0.75,2.76,4.75
909176,1050000,0,0.75,2.76,4.75
909297,425000,0,0.75,2.76,4.75
909258,525000,0,0.75,2.76,4.75
909299,799000,0,0.75,2.76,4.75
909292,425000,-24,0.75,2.76,4.75
909318,2600000,-7,0.75,2.76,4.75
909248,5900000,-5,0.75,2.76,4.75
909242,350000,0,0.75,2.76,4.75
909435,1875000,-6,0.75,2.76,4.75
909337,2950000,-7,0.75,2.76,4.75
909421,1100000,0,0.75,2.76,4.75
909361,1300000,-7,0.75,2.76,4.75
909437,1515000,3,0.75,2.76,4.75
909521,2850000,-10,0.75,2.76,4.75
909567,4000000,-5,0.75,2.76,4.75
909548,875000,-16,0.75,2.76,4.75
909540,856575,0,0.75,2.76,4.75
909584,400000,-19,0.75,2.76,4.75
909613,3550000,-3,0.75,2.76,4.75
909720,1010000,-6,0.75,2.76,4.75
909710,740000,-7,0.75,2.76,4.75
909717,1445000,0,0.75,2.76,4.75
909784,1445000,0,0.75,2.76,4.75
909669,5057830,0,0.75,2.76,4.75
909685,1100000,-8,0.75,2.76,4.75
909671,931000,0,0.75,2.76,4.75
909690,2245000,-2,0.75,2.76,4.75
909782,736666,0,0.75,2.76,4.75
909715,3350000,-1,0.75,2.76,4.75
909705,8400000,-7,0.75,2.76,4.75
909911,1650000,-3,0.75,2.76,4.75
909891,3200000,16,0.75,2.76,4.75
909819,1075000,-2,0.75,2.76,4.75
909856,421500,0,0.75,2.76,4.75
909800,3750000,-11,0.75,2.76,4.75
909880,1232500,0,0.75,2.76,4.75
909890,2800000,-7,0.75,2.76,4.75
909812,527000,0,0.75,2.76,4.75
909905,1595000,-11,0.75,2.76,4.75
909845,2095000,0,0.75,2.76,4.75
909842,1350000,-13,0.75,2.76,4.75
909814,2110000,-4,0.75,2.76,4.75
910011,2350000,-10,0.75,2.76,4.75
909945,639200,0,0.75,2.76,4.75
909939,695000,-7,0.75,2.76,4.75
909919,3495000,0,0.75,2.76,4.75
910009,2100000,-8,0.75,2.76,4.75
910013,2500000,-7,0.75,2.76,4.75
910033,2235000,-3,0.75,2.76,4.75
910014,3295000,-3,0.75,2.76,4.75
910041,442623,0,0.75,2.76,4.75
910064,480000,-49,0.75,2.76,4.75
909935,1550000,0,0.75,2.76,4.75
910135,1400000,-6,0.75,2.76,4.75
910113,1600000,0,0.75,2.76,4.75
910121,955000,0,0.75,2.76,4.75
910167,1500000,0,0.75,2.76,4.75
910103,2870000,0,0.75,2.76,4.75
910085,880000,0,0.75,2.76,4.75
910114,780000,-4,0.75,2.76,4.75
910082,559208,0,0.75,2.76,4.75
910110,525000,-19,0.75,2.76,4.75
910209,1860000,-4,0.75,2.76,4.75
910271,1100000,-8,0.75,2.76,4.75
910250,1700000,0,0.75,2.76,4.75
910210,409500,0,0.75,2.76,4.75
910255,850000,-15,0.75,2.76,4.75
910312,1780000,-4,0.75,2.76,4.75
910298,1760000,-20,0.75,2.76,4.75
910333,2450000,0,0.75,2.76,4.75
910337,2390000,-2,0.75,2.76,4.75
910437,310000,-36,0.75,2.76,4.75
910387,1375000,-8,0.75,2.76,4.75
910414,500000,0,0.75,2.76,4.75
910347,1215000,-6,0.75,2.76,4.75
910405,2700000,-3,0.75,2.76,4.75
910413,2495000,0,0.75,2.76,4.75
910450,2060000,-5,0.75,2.76,4.75
910365,2900000,-15,0.75,2.76,4.75
910447,800000,-16,0.75,2.76,4.75
910430,2900000,-8,0.75,2.76,4.75
910361,6801000,5,0.75,2.76,4.75
910396,1300000,0,0.75,2.76,4.75
910489,925000,0,0.75,2.76,4.75
910468,975000,0,0.75,2.76,4.75
910494,1700000,-14,0.75,2.76,4.75
910543,2400000,-16,0.75,2.76,4.75
910469,2450000,-6,0.75,2.76,4.75
910453,2350000,0,0.75,2.76,4.75
910523,3050000,-7,0.75,2.76,4.75
910536,825000,-2,0.75,2.76,4.75
910462,574250,0,0.75,2.76,4.75
910560,2545000,0,0.75,2.76,4.75
910535,986476,0,0.75,2.76,4.75
910632,624000,0,0.75,2.76,4.75
910623,3890000,0,0.75,2.76,4.75
910656,490000,0,0.75,2.76,4.75
910637,1880000,-6,0.75,2.76,4.75
910644,390000,0,0.75,2.76,4.75
910699,965000,0,0.75,2.76,4.75
910677,2695000,0,0.75,2.76,4.75
910767,538000,0,0.75,2.76,4.75
910774,3375000,-10,0.75,2.76,4.75
910765,950000,-5,0.75,2.76,4.75
910705,1115000,0,0.75,2.76,4.75
910722,4750000,-14,0.75,2.76,4.75
910663,2100000,-11,0.75,2.76,4.75
910902,1385000,-13,0.75,2.76,4.75
910849,712500,0,0.75,2.76,4.75
910798,1700000,-5,0.75,2.76,4.75
910781,1200000,0,0.75,2.76,4.75
910845,2001000,0,0.75,2.76,4.75
910880,2001000,0,0.75,2.76,4.75
910917,1545000,0,0.75,2.76,4.75
910916,7300000,0,0.75,2.76,4.75
910946,1200000,0,0.75,2.76,4.75
910984,900000,0,0.75,2.76,4.75
910994,385000,0,0.75,2.76,4.75
911069,995000,0,0.75,2.76,4.75
910965,1600000,-4,0.75,2.76,4.75
911050,1370000,-8,0.75,2.76,4.75
911014,3200000,0,0.75,2.76,4.75
911011,845000,-6,0.75,2.76,4.75
911070,1100000,-2,0.75,2.76,4.75
911032,2225000,-3,0.75,2.76,4.75
911051,2857378,0,0.75,2.76,4.75
911023,875000,0,0.75,2.76,4.75
911116,305000,0,0.75,2.76,4.75
911152,1700000,0,0.75,2.76,4.75
911144,1250000,-13,0.75,2.76,4.75
911114,2520000,-8,0.75,2.76,4.75
911182,1250000,0,0.75,2.76,4.75
911188,3795000,0,0.75,2.76,4.75
911117,2200000,0,0.75,2.76,4.75
911142,920550,0,0.75,2.76,4.75
911232,2845000,2,0.75,2.76,4.75
911253,2400000,-9,0.75,2.76,4.75
911245,2475000,-1,0.75,2.76,4.75
911248,2680000,-3,0.75,2.76,4.75
911256,2700000,-18,0.75,2.76,4.75
911326,1650000,0,0.75,2.76,4.75
911393,516670,0,0.75,2.76,4.75
911383,3547660,0,0.75,2.76,4.75
911386,277500,0,0.75,2.76,4.75
911344,2400000,-4,0.75,2.76,4.75
911400,850000,0,0.75,2.76,4.75
911447,1400000,-7,0.75,2.76,4.75
911531,303663,0,0.75,2.76,4.75
911542,1600000,-6,0.75,2.76,4.75
911504,440000,-16,0.75,2.76,4.75
911565,625000,0,0.75,2.76,4.75
911596,1875000,-4,0.75,2.76,4.75
911614,975000,-21,0.75,2.76,4.75
911619,1498000,0,0.75,2.76,4.75
911645,600000,0,0.75,2.76,4.75
911690,540000,-22,0.75,2.76,4.75
911701,2285000,0,0.75,2.76,4.75
911684,1170000,-2,0.75,2.76,4.75
911695,2300000,-13,0.75,2.76,4.75
911710,800000,-5,0.75,2.76,4.75
911641,2275000,0,0.75,2.76,4.75
911813,1880000,-6,0.75,2.76,4.75
911802,1200000,0,0.75,2.76,4.75
911748,7150000,-5,0.75,2.76,4.75
911835,1300000,-30,0.75,2.76,4.75
911931,4575000,-7,0.75,2.76,4.75
911863,1650000,-10,0.75,2.76,4.75
911980,835800,0,0.75,2.76,4.75
911960,2550000,0,0.75,2.76,4.75
911856,850000,-34,0.75,2.76,4.75
911889,1075000,0,0.75,2.76,4.75
911875,3990000,0,0.75,2.76,4.75
911880,4700000,-10,0.75,2.76,4.75
912055,1200000,-4,0.75,2.76,4.75
912054,1510000,-5,0.75,2.76,4.75
912083,4800000,0,0.75,2.76,4.75
912019,5100000,0,0.75,2.76,4.75
911988,2245000,-2,0.75,2.76,4.75
912042,1420000,-8,0.75,2.76,4.75
912104,350000,-11,0.75,2.76,4.75
912161,3185000,0,0.75,2.76,4.75
912208,1900000,-2,0.75,2.76,4.75
912154,1875000,0,0.75,2.76,4.75
912192,889000,-1,0.75,2.76,4.75
912185,850000,0,0.75,2.76,4.75
912129,1950000,-2,0.75,2.76,4.75
912235,1005000,0,0.75,2.76,4.75
912258,1335000,-11,0.75,2.76,4.75
912281,2700000,-3,0.75,2.76,4.75
912288,775000,0,0.75,2.76,4.75
912280,2850000,-5,0.75,2.76,4.75
912302,2150000,-6,0.75,2.76,4.75
912303,650000,-6,0.75,2.76,4.75
912333,940000,-6,0.75,2.76,4.75
912399,2350000,0,0.75,2.76,4.75
912383,1695000,0,0.75,2.76,4.75
912336,1000000,0,0.75,2.76,4.75
912332,1410000,-3,0.75,2.76,4.75
912392,1998000,0,0.75,2.76,4.75
912357,2200000,0,0.75,2.76,4.75
912308,1970000,0,0.75,2.76,4.75
912377,8700000,0,0.75,2.76,4.75
912419,1250000,0,0.75,2.76,4.75
912462,925000,0,0.75,2.76,4.75
912481,1550000,0,0.75,2.76,4.75
912554,550000,0,0.75,2.76,4.75
912570,962000,-3,0.75,2.76,4.75
912583,2500000,0,0.75,2.76,4.75
912553,830000,-7,0.75,2.76,4.75
912500,1300000,-10,0.75,2.76,4.75
912698,431667,0,0.75,2.76,4.75
912668,700000,-46,0.75,2.76,4.75
912615,5800000,0,0.75,2.76,4.75
912682,950000,0,0.75,2.76,4.75
912631,1975000,-16,0.75,2.76,4.75
912610,1560000,-1,0.75,2.76,4.75
912592,1750000,-9,0.75,2.76,4.75
912703,1600000,0,0.75,2.76,4.75
912792,3000000,-12,0.75,2.76,4.75
912726,1850000,-7,0.75,2.76,4.75
912740,1150000,-11,0.75,2.76,4.75
912751,440000,-7,0.75,2.76,4.75
912722,2100000,-10,0.75,2.76,4.75
912748,600000,0,0.75,2.76,4.75
912791,375000,0,0.75,2.76,4.75
912775,275000,-7,0.75,2.76,4.75
912739,2100000,0,0.75,2.76,4.75
912812,400000,0,0.75,2.76,4.75
912847,2995000,-12,0.75,2.76,4.75
912885,1615000,0,0.75,2.76,4.75
912931,826000,-8,0.75,2.76,4.75
912875,3305000,-1,0.75,2.76,4.75
912878,2665000,-3,0.75,2.76,4.75
912928,1700000,0,0.75,2.76,4.75
912895,1395000,0,0.75,2.76,4.75
913012,4400000,-6,0.75,2.76,4.75
912962,3800000,-5,0.75,2.76,4.75
912995,1280000,-1,0.75,2.76,4.75
912967,2420000,1,0.75,2.76,4.75
913004,936000,0,0.75,2.76,4.75
913045,1300000,0,0.75,2.76,4.75
912955,1825000,0,0.75,2.76,4.75
912985,1200000,-4,0.75,2.76,4.75
913167,3750000,-5,0.75,2.76,4.75
913142,1220000,0,0.75,2.76,4.75
913168,646000,0,0.75,2.76,4.75
913086,300000,0,0.75,2.76,4.75
913082,1950000,-19,0.75,2.76,4.75
913102,3200000,-2,0.75,2.76,4.75
913179,1850000,0,0.75,2.76,4.75
913104,1250000,-3,0.75,2.76,4.75
913164,1036170,0,0.75,2.76,4.75
913120,1290000,-4,0.75,2.76,4.75
913091,1500000,-24,0.75,2.76,4.75
913268,600000,-3,0.75,2.76,4.75
913213,1400000,-6,0.75,2.76,4.75
913300,5400000,0,0.75,2.76,4.75
913271,5700000,-5,0.75,2.76,4.75
913272,1150000,-11,0.75,2.76,4.75
